rubric_id,rubric_url,category_id,category_url
statPop_libro4_rubrica18,https://statutiascoli.it/statuti.html?id=2_4_18,commercio,https://statutiascoli.it/categorie.html?id=commercio
statPop_libro4_rubrica18,https://statutiascoli.it/statuti.html?id=2_4_18,decoroUrbano,https://statutiascoli.it/categorie.html?id=decoroUrbano
statPop_libro4_rubrica22,https://statutiascoli.it/statuti.html?id=2_4_22,economia,https://statutiascoli.it/categorie.html?id=economia
statPop_libro5_rubrica4,https://statutiascoli.it/statuti.html?id=2_5_4,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro5_rubrica6,https://statutiascoli.it/statuti.html?id=2_5_6,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro5_rubrica7,https://statutiascoli.it/statuti.html?id=2_5_7,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro5_rubrica8,https://statutiascoli.it/statuti.html?id=2_5_8,produzione,https://statutiascoli.it/categorie.html?id=produzione
statPop_libro5_rubrica19,https://statutiascoli.it/statuti.html?id=2_5_19,statuti,https://statutiascoli.it/categorie.html?id=statuti
statPop_libro5_rubrica20,https://statutiascoli.it/statuti.html?id=2_5_20,statuti,https://statutiascoli.it/categorie.html?id=statuti
statPop_libro5_rubrica21,https://statutiascoli.it/statuti.html?id=2_5_21,statuti,https://statutiascoli.it/categorie.html?id=statuti
statPop_libro5_rubrica22,https://statutiascoli.it/statuti.html?id=2_5_22,statuti,https://statutiascoli.it/categorie.html?id=statuti
statPop_libro5_rubrica23,https://statutiascoli.it/statuti.html?id=2_5_23,statuti,https://statutiascoli.it/categorie.html?id=statuti
statPop_libro5_rubrica24,https://statutiascoli.it/statuti.html?id=2_5_24,statuti,https://statutiascoli.it/categorie.html?id=statuti
